;Design 1;Design 2;Design 3;Design 4;Design 5;Design 6;Design 7;Design 8;Design 9;Design 10;Design 11;Design 12;Design 13;Design 14;Design 15;Design 16;Design 17;Design 18;Design 19;Design 20;Design 21;Design 22;Design 23;Design 24;Design 25;Design 26;Design 27;Design 28;Design 29;Design 30;Design 31;Design 32;Design 33;Design 34;Design 35;Design 36;Design 37;Design 38;Design 39;Design 40;Design 41;Design 42;Design 43;Design 44;Design 45;Design 46;Design 47;Design 48;Design 49;Design 50;Design 51;Design 52;Design 53;Design 54;Design 55;Design 56;Design 57;Design 58;Design 59;Design 60;Design 61;Design 62;Design 63;Design 64;Design 65;Design 66;Design 67;Design 68;Design 69;Design 70;Design 71;Design 72;Design 73;Design 74;Design 75;Design 76;Design 77;Design 78;Design 79;Design 80;Design 81
Taper ratio [-];0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847;0.4;0.4;0.4;0.4;0.4;0.4;0.28710871641617847;0.28710871641617847;0.28710871641617847
Fuselage length [m];50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524;50.42263686839524
Fuselage diameter [m];5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639;5.950784704670639
Nosecone length [m];11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681;11.008951703640681
Tailcone length [m];19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311;19.63758952541311
Tail arm [m];26.372020266727596;26.498275330507255;26.553151333103987;26.29829550368953;26.280244283264306;26.317672772094742;25.93533490490698;26.002446007692367;26.033238625332253;26.40624693495361;26.517484048085258;26.5699980834246;26.320261618169916;26.31326863749736;26.352187851919084;25.975244234959227;26.043587972176226;26.076350674839414;26.425360955733197;26.533665122943976;26.5867792000615;26.340197733984876;26.42679138070123;26.378734072412115;26.015505193852373;26.0829725884877;26.115897072954212;26.74348945108334;26.82993053166587;26.87750346976795;26.697253022029983;26.764096794800984;26.748769319946017;26.46263050670384;26.5304324037816;26.569826335018263;26.362074736612183;26.840027775259713;26.887551098288533;26.709911200701168;26.775987949996235;26.824361955948916;26.579390100679717;26.555726015287608;26.595901548918867;26.391675094090335;26.850207075404377;26.89764027468687;26.721928813672374;26.787939996730916;26.83625064716692;26.59844602089616;26.58601721547111;26.626560596440253;26.549429759129985;27.058635240611682;27.101831526737627;26.954947405888436;27.014512704237365;27.058826028153796;26.872011068621276;26.8716029397583;26.907158610453248;26.711797573404258;27.06552500242645;27.10857490307768;26.963250382731317;27.022579539504644;27.06681604117735;26.882334391310874;26.88630511701455;26.922049334405923;26.730322999184292;27.07255644315134;27.115523928776092;26.971765953580363;27.03087976730089;27.074982976210535;26.89350139446908;26.956271129497573;26.94236319277028
Horizontal tail surface area [m^2];50.18526537742302;45.93797017888537;42.81118755412781;52.69002334440773;49.78211552264739;46.93346806628731;60.861838818638255;56.54149005576622;53.626824796668316;49.69774769640264;45.41220739791287;42.288491447660675;52.191761069856184;49.13368416077974;46.27137163451671;60.10590762013113;55.77795091374581;52.84292254282243;49.38966375047819;45.0006121637247;41.78589937641889;51.88695691374306;47.44026913000553;45.920785306150655;59.34701711037593;55.08717319940422;52.192878584778754;38.51424555028215;35.12973015572925;32.64927256507598;40.203515871937284;36.68870719634093;35.13726511887998;45.55222317513755;42.05312222293619;39.61761577434518;38.13048848906617;34.90440055952963;32.36339790085925;39.94057611976954;36.44048675677945;33.925751236365;43.897442242026536;41.634788545142435;39.19788719681813;38.087707165213786;34.71721199190696;32.1914425801181;39.7573078180927;36.22906786839824;33.7239448924652;43.41005053980907;41.032208342863825;38.61256111466436;30.988607706379305;28.14673677215226;26.067049765820332;32.08852836257532;29.22079840251185;27.149734200857903;35.098567987703944;32.98361272449074;30.93717708081208;30.80018910120198;28.007321038568836;25.938719850749823;31.957766413527015;29.07079435170575;27.00891960670137;34.87091551390005;32.741198279673995;30.70870030926408;30.77883698418635;27.862976249979504;25.806168530292084;31.874945486721863;28.958904698667595;26.846586411239066;34.52811372292361;31.444877214657286;30.180034962416475
Vertical surface area [m^2];29.60966072659115;33.985129219464554;38.09696823459969;31.050151675793845;36.75489328105377;41.67514618952092;34.38575789137295;40.05154693056246;45.686822816852036;29.3298955793655;33.6049985041463;37.64159393014233;30.76420343465772;36.288173945421576;41.10116145436835;33.97153311931001;39.52584029694678;45.036691963514244;29.152909199777472;33.307351188728134;37.20358051024745;30.58954735050994;35.06948765387699;40.79759221865088;33.55540765064909;39.05005753871219;44.49749763538768;22.859499374978697;26.134048243672478;29.207917911370753;23.840926286782707;27.270281921184704;31.38943770947125;25.928710884963056;30.00200014276991;33.986876048886835;22.623892800916167;25.969704925686013;28.956759308322326;23.688440674520788;27.089529842148206;30.32829005856686;25.010362125085074;29.71043196890014;33.634641714181654;22.599946648978282;25.833212409780224;28.80579438720942;23.582242994087753;26.935607504627125;30.15138022063241;24.73900521640743;29.28998258334823;33.14294327282649;18.460431114656043;21.02258804245715;23.408089016484002;19.113973483260438;21.8107087671639;24.364368676496706;20.091866253876287;23.647597652245853;26.66620618764394;18.353856648388543;20.92025485683935;23.294715268536585;19.037619470877267;21.70073682643786;24.240114456430916;19.964171247260754;23.477199742961457;26.47292477043663;18.341774115696904;20.81428602539883;23.17759600509545;18.98933072655707;21.618753575502282;24.09682273581419;19.771720285478512;22.565033964685792;26.025093791376396
Take off thrust [N];321905.46368169563;327954.88244076725;332965.2475878954;331908.0276271878;344101.80417660874;351911.820578889;352979.1747576999;362647.3106150756;372305.0991552676;320094.2621085819;325605.2834154749;330389.4290333125;329996.1383207275;341393.2935509414;348899.43210415955;350409.76646267425;359754.54376733175;369075.420467574;318923.9869839169;323766.7130888203;327904.6937257637;328876.21742680046;334462.8444177254;347368.157121612;347813.40455391305;357138.16045779764;366412.8063153715;359203.87166567444;364711.64747178386;369536.1136797927;369204.87417106883;374808.17275655846;386837.0767483931;388944.8932208816;397917.84273403947;406766.21483461856;353412.3606665813;363241.646281803;367467.57009540015;367709.6587470767;373226.3792919415;378605.58855061664;380583.88519475213;395525.9872328883;404152.61214602034;353412.3606665813;362033.4114047444;366256.4724224148;366694.0273391467;371892.15137258417;377214.21537162183;377942.37691020727;391998.6015667212;400426.97544579394;394190.70997426374;403332.8815535861;407658.36046133883;407562.415130927;413079.0046121258;418425.67929230485;420994.0672365776;435092.83433128794;443419.4098287415;394190.70997426374;402068.2487511061;406386.78327512275;406537.988374136;411746.150087585;417059.7956304138;419279.18045951205;433116.46774846077;441396.4951398837;394190.70997426374;400755.0820190033;405070.42241726303;405920.80659111496;410773.1362055705;415470.6551330764;416642.3621707964;422339.3901707572;436535.7349452398
Cruise Mach number [-];0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.8;0.8
Cruise velocity [m/s];189.83953539766154;189.83953539766154;189.83953539766154;221.47945796393847;221.47945796393847;221.47945796393847;253.1193805302154;253.1193805302154;253.1193805302154;184.82052158783665;184.82052158783665;184.82052158783665;215.6239418524761;215.6239418524761;215.6239418524761;246.42736211711554;246.42736211711554;246.42736211711554;179.66135143652903;179.66135143652903;179.66135143652903;209.60491000928388;209.60491000928388;209.60491000928388;239.54846858203874;239.54846858203874;239.54846858203874;189.83953539766154;189.83953539766154;189.83953539766154;221.47945796393847;221.47945796393847;221.47945796393847;253.1193805302154;253.1193805302154;253.1193805302154;184.82052158783665;184.82052158783665;184.82052158783665;215.6239418524761;215.6239418524761;215.6239418524761;246.42736211711554;246.42736211711554;246.42736211711554;179.66135143652903;179.66135143652903;179.66135143652903;209.60491000928388;209.60491000928388;209.60491000928388;239.54846858203874;239.54846858203874;239.54846858203874;189.83953539766154;189.83953539766154;189.83953539766154;221.47945796393847;221.47945796393847;221.47945796393847;253.1193805302154;253.1193805302154;253.1193805302154;184.82052158783665;184.82052158783665;184.82052158783665;215.6239418524761;215.6239418524761;215.6239418524761;246.42736211711554;246.42736211711554;246.42736211711554;179.66135143652903;179.66135143652903;179.66135143652903;209.60491000928388;209.60491000928388;209.60491000928388;239.54846858203874;239.54846858203874;239.54846858203874
Cruise altitude [m];6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;6000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;8000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0;10000.0
Specific fuel consumption [kg/km/pas];0.009920214902456603;0.009628770828013923;0.009419873477866603;0.012229372326970854;0.012173463620452477;0.012114384864058388;0.01539586333255586;0.015439351451206472;0.015524869500779413;0.008730977678085453;0.008229136003623013;0.007876095566567648;0.009962849657510077;0.009734680612727118;0.009530971678559626;0.011937657510188745;0.011788622339213321;0.011734428688930664;0.008573929435497434;0.00772948075911749;0.0072179507721892985;0.008801448125713257;0.008246294782067991;0.007992017698631157;0.00970620574805037;0.009414745180957593;0.009241693595550151;0.009643339673790866;0.009228641279631534;0.008945088416457404;0.011511783039281251;0.011265589422476496;0.011234281669923199;0.014192734445515316;0.014129369736629168;0.014127088341500121;0.00869098605141312;0.008168588053766598;0.0077262874305521236;0.009655312863610153;0.00922936298071039;0.008949920167524621;0.01108773070150665;0.010974673155701943;0.010860141773257717;0.00866227237718842;0.007837371080189618;0.007233886077742358;0.00887856590938518;0.008197106860870246;0.00775802460844106;0.009301006780117978;0.008974525267017634;0.008729231218635464;0.009491027690940478;0.009021059914863126;0.008718585391162452;0.011149198095236377;0.010806460851232663;0.010596948743867062;0.013323511961872238;0.01328648215879976;0.01322131073058014;0.008926257372124753;0.008201620623284125;0.0077352112917675984;0.009603659581748653;0.009040951329013341;0.008712082967060929;0.010698561853787751;0.010472096934975826;0.010318552545884874;0.007787679328529504;0.0070164047095845755;0.006483323647933859;0.009086479243748039;0.008287115582137254;0.007757396576618189;0.009204655335287871;0.008700706829185572;0.008451781405703873
